,user_id,song_id,play_count,title,release,artist,year
1192031,63197,2289,2,Satellite Mind,Fantasies,Metric,2009
1192041,63197,2859,4,Kiss With A Fist,Wild Child OST,Florence + The Machine,2009
1192042,63197,2898,2,Twilight Galaxy,Fantasies,Metric,2009
1192048,63197,3346,2,I'm Not Calling You A Liar,Lungs,Florence + The Machine,2009
1192052,63197,3658,2,Flume,For Emma_ Forever Ago,Bon Iver,2007
1192068,63197,5607,2,Between Two Lungs,Lungs,Florence + The Machine,2009
1192070,63197,5653,1,Transparency,Workout Holiday,White Denim,2008
1192072,63197,5879,2,Rabbit Heart (Raise It Up),Rabbit Heart EP,Florence + The Machine,2009
1192074,63197,5943,2,You've Got The Love,Lungs,Florence + The Machine,2009
1192079,63197,6350,2,Every Lasting Light,Brothers,The Black Keys,2010
1192087,63197,7057,3,Lump Sum,For Emma_ Forever Ago,Bon Iver,2007
1192090,63197,7326,1,15 Step,In Rainbows,Radiohead,2007
1192092,63197,7636,3,Skinny Love,For Emma_ Forever Ago,Bon Iver,2007
1192093,63197,7878,1,Don't Panic,Don't Panic,Coldplay,1999
1192094,63197,7881,2,My Boy Builds Coffins,Lungs,Florence + The Machine,2009
1192095,63197,8037,2,Gold Guns Girls,Fantasies,Metric,2009
1192097,63197,8094,1,House Of Cards,In Rainbows,Radiohead,2007
1192099,63197,8247,2,Tighten Up,Tighten Up,The Black Keys,2010
1192102,63197,8434,1,Howlin For You,Brothers,The Black Keys,2010
1192111,63197,9262,3,Cosmic Love,Lungs,Florence + The Machine,2009
1192112,63197,9335,1,Weird Fishes/Arpeggi,In Rainbows,Radiohead,2007
1192114,63197,9351,2,The Police And The Private,Live It Out,Metric,2005
1192386,66614,62,1,You And Me Jesus,Tribute To Jake Hess,Jake Hess,2004
1192389,66614,154,1,Such Great Heights,Grey's Anatomy Original Soundtrack,The Postal Service,2003
1192393,66614,317,4,Undo,Vespertine Live,Björk,2001
1192395,66614,393,1,Nah!,Up!,Shania Twain,2002
1192396,66614,614,3,You're The One,If There Was A Way,Dwight Yoakam,1990
1192397,66614,617,3,Sincerité Et Jalousie,Simple Et Funky,Alliance Ethnik,0
1192398,66614,736,1,Stronger,Graduation,Kanye West,2007
1192408,66614,1225,1,Jamaica Roots II(Agora E Sempre),Nova Bis-Natiruts,Natiruts,0
1192411,66614,1455,5,Grow Up and Blow Away,Grow Up and Blow Away,Metric,2001
1192413,66614,1664,4,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,0
1192414,66614,1752,4,Gimme Sympathy,Gimme Sympathy,Metric,2009
1192418,66614,1936,2,Feel The Love,In Ghost Colours,Cut Copy,2008
1192419,66614,2107,3,Stadium Love,Fantasies,Metric,2009
1192420,66614,2115,1,Tive Sim,Nova Bis-Cartola,Cartola,1974
1192421,66614,2289,3,Satellite Mind,Fantasies,Metric,2009
1192423,66614,2777,1,Knocked Up,Because Of The Times,Kings Of Leon,2007
1192424,66614,2852,1,West One (Shine On Me),The Crack/Grin And Bear It,The Ruts,1980
1192426,66614,2898,3,Twilight Galaxy,Fantasies,Metric,2009
1192427,66614,3074,3,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),Catch You Baby,Lonnie Gordon,0
1192434,66614,3564,1,Fuck Kitty,Frumpie One-Piece,Frumpies,1993
1192436,66614,3752,4,Far Away,In Ghost Colours,Cut Copy,2008
1192438,66614,4152,1,The Scientist,The Scientist,Coldplay,2002
1192440,66614,4327,1,Black Mission Goggles,Six Demon Bag,Man Man,2006
1192442,66614,4459,2,Frisch und g'sund,Musik mit Herz und Schwung,Die Mooskirchner,0
1192443,66614,4462,1,Sugar Ray (LP Version),Falling Off The Bone,Todd Barry,2004
1192446,66614,4588,2,Heart Shaped Box,In Utero,Nirvana,0
1192451,66614,4806,2,Who Can Compare,Let's Not Forget The Story,Foolish Things,2006
1192453,66614,4858,1,Behind The Sea [Live In Chicago],Live In Chicago,Panic At The Disco,0
1192454,66614,4864,2,Sinisten tähtien alla,Tatsum Tisal,J. Karjalainen & Mustat Lasit,0
1192455,66614,4954,1,The Maestro,Check Your Head,Beastie Boys,1992
1192460,66614,5363,2,Lithium,Nevermind,Nirvana,1996
1192461,66614,5399,1,Strut (1993 Digital Remaster),The World Of Sheena Easton - The Singles,Sheena Easton,0
1192464,66614,5645,4,Représente,Fat Come Back,Alliance Ethnik,1999
1192467,66614,5715,1,Sam's Town,Sam's Town,The Killers,2006
1192468,66614,5916,2,Cape Cod Kwassa Kwassa (Album),Vampire Weekend,Vampire Weekend,2007
1192470,66614,6056,1,Waterfall,À La Carte,Triumvirat,1978
1192471,66614,6089,1,We Don't Stop (Explicit),My Balls And My Word (Explicit),Young Bleed,0
1192474,66614,6246,3,Canada,The End Is Here,Five Iron Frenzy,0
1192476,66614,6378,3,Sayonara-Nostalgia,Yuugata Generation,Base Ball Bear,2005
1192478,66614,6684,1,Spaceman,Spaceman,The Killers,2008
1192480,66614,6716,1,Better To Reign In Hell,Damnation And A Day,Cradle Of Filth,2003
1192481,66614,6798,1,Cousins,Contra,Vampire Weekend,2009
1192483,66614,6860,1,Mercy:The Laundromat,Westing (By Musket and Sextant),Pavement,1993
1192486,66614,6944,1,Otherside (Album Version),Greatest Hits,Red Hot Chili Peppers,2003
1192488,66614,7057,2,Lump Sum,For Emma_ Forever Ago,Bon Iver,2007
1192489,66614,7259,2,Matricide,In Memory (re-issue),Nevermore,1992
1192491,66614,7331,2,Politik,A Rush Of Blood To The Head,Coldplay,2002
1192495,66614,7416,4,Revelry,Only By The Night,Kings Of Leon,2008
1192496,66614,7438,1,Robot Soul (Radio Edit),Robot Soul,Cosmo Vitelli,0
1192497,66614,7562,1,Coda,A Cork Tale Wake,Chris Bathgate,2006
1192499,66614,7636,1,Skinny Love,For Emma_ Forever Ago,Bon Iver,2007
1192500,66614,7682,1,I'm Sleeping In A Submarine,EP,Arcade Fire,2003
1192503,66614,7889,2,Make Love To Your Mind,Playlist: The Very Best Of Bill Withers,Bill Withers,1975
1192504,66614,7913,4,Invalid,Fermi Paradox,Tub Ring,2002
1192505,66614,7977,2,Speed Of Sound,Speed Of Sound,Coldplay,2005
1192506,66614,8019,1,Gears,Gears,Future Rock,0
1192507,66614,8029,2,I CAN'T GET STARTED,It's The Time,Ron Carter,0
1192508,66614,8037,2,Gold Guns Girls,Fantasies,Metric,2009
1192513,66614,8582,2,Use Somebody,Use Somebody,Kings Of Leon,2008
1192514,66614,8610,1,16 Candles,16 Candles,The Crests,1988
1192515,66614,8612,1,Fix You,X & Y,Coldplay,2005
1192516,66614,8635,1,Una Confusion,All Access,LU,2006
1192521,66614,8831,1,Bigger Isn't Better,Born on the Wrong Planet,The String Cheese Incident,1997
1192526,66614,9708,2,A Beggar On A Beach Of Gold,Beggar On A Beach Of Gold,Mike And The Mechanics,1995
1192528,66614,9931,2,When You Were Young,When You  Were Young,The Killers,2006
1192529,66614,9942,1,Greece 2000,Greece 2000,Three Drives,1997
1193016,8606,22,1,Halo,Doll Domination 3.0,The Pussycat Dolls,2008
1193028,8606,657,1,Luvstruck,Hard House Anthems,Southside Spinners,1999
1193033,8606,809,1,Don't Leave Me,The All-American Rejects,The All-American Rejects,2001
1193039,8606,1118,3,Clocks,A Rush Of Blood To The Head,Coldplay,2002
1193041,8606,1257,1,Come As You Are,Nirvana,Nirvana,0
1193043,8606,1295,1,Cold Desert,Only By The Night,Kings Of Leon,2008
1193049,8606,1516,1,Some Unholy War,Frank & Back to Black,Amy Winehouse,2006
1193050,8606,1597,2,Hotel California,Hotel California / Pretty Maids All In A Row [Digital 45],Eagles,1976
1193054,8606,1816,1,The Funeral (Album Version),The Road Mix: Music From The Television Series One Tree Hill Vol. 3,Band Of Horses,0
1193059,8606,2091,1,Just Dance,Just Dance,Lady GaGa / Colby O'Donis,2008
1193060,8606,2161,1,The Last Song,The All-American Rejects,The All-American Rejects,2003
1193064,8606,2304,1,Daddy's Eyes,Sawdust,The Killers,2006
1193069,8606,2539,1,One More Sad Song,The All-American Rejects,The All-American Rejects,2001
1193072,8606,2777,1,Knocked Up,Because Of The Times,Kings Of Leon,2007
1193073,8606,2850,1,Damn Girl,FutureSex/LoveSounds,Justin Timberlake;Justin Timberlake featuring will.i.am,2006
1193076,8606,3038,1,Love The Way You Love Me,Doll Domination,The Pussycat Dolls,2008
1193077,8606,3074,1,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),Catch You Baby,Lonnie Gordon,0
1193078,8606,3076,2,Crazy,Get A Grip,Aerosmith,1993
1193086,8606,3564,1,Fuck Kitty,Frumpie One-Piece,Frumpies,1993
1193096,8606,4058,2,Smile Like You Mean It,Hot Fuss,The Killers,2003
1193097,8606,4152,1,The Scientist,The Scientist,Coldplay,2002
1193099,8606,4273,1,Somebody Told Me,Hot Fuss,The Killers,2004
1193103,8606,4399,1,Eye Of The Tiger,Happy New Year!,Survivor,0
1193105,8606,4564,4,Lost,One Of The Boys,Katy Perry,2007
1193116,8606,4975,1,Until The End Of Time,Until The End Of Time - Duet with Beyonce,Justin Timberlake duet with Beyonce,2006
1193120,8606,5300,1,Happy Endings,The All-American Rejects,The All-American Rejects,2003
1193126,8606,5728,1,My Name Is,The Slim Shady LP,Eminem,1999
1193129,8606,5901,1,I Will Follow You into the Dark (Album Version),Plans,Death Cab for Cutie,2005
1193132,8606,5991,1,I Want You,Only By The Night,Kings Of Leon,2008
1193133,8606,6001,2,Human,Just Dance,The Killers,2008
1193135,8606,6056,1,Waterfall,À La Carte,Triumvirat,1978
1193138,8606,6189,1,Creep (Explicit),Pablo Honey,Radiohead,1993
1193139,8606,6222,2,Almaz,Every Kind Of Mood,Randy Crawford,1986
1193140,8606,6246,5,Canada,The End Is Here,Five Iron Frenzy,0
1193145,8606,6450,1,Brave The Elements,Brave The Elements - EP,Colossal,0
1193146,8606,6451,1,Paradise City,Greatest Hits,Guns N' Roses,1987
1193148,8606,6716,1,Better To Reign In Hell,Damnation And A Day,Cradle Of Filth,2003
1193150,8606,6770,1,A Rush Of Blood To The Head,Six Feet Under - Everything Ends,Coldplay,2002
1193153,8606,6860,1,Mercy:The Laundromat,Westing (By Musket and Sextant),Pavement,1993
1193156,8606,7196,1,I Don't Need A Man,R&B Divas,The Pussycat Dolls,2005
1193157,8606,7210,2,Fancy Footwork,Fancy Footwork,Chromeo,2007
1193158,8606,7224,1,Victoria (LP Version),Hit By A Train: The Best Of Old 97's,Old 97's,2006
1193162,8606,7399,2,Shiver,Parachutes,Coldplay,2000
1193163,8606,7416,3,Revelry,Only By The Night,Kings Of Leon,2008
1193164,8606,7496,1,The Gift,We Don't Need To Whisper,Angels and Airwaves,2006
1193165,8606,7519,2,A Dustland Fairytale,Day & Age,The Killers,2008
1193166,8606,7525,1,Read My Mind,Sam's Town,The Killers,2006
1193173,8606,7780,1,Home,Up From Below,Edward Sharpe & The Magnetic Zeros,2009
1193175,8606,7889,5,Make Love To Your Mind,Playlist: The Very Best Of Bill Withers,Bill Withers,1975
1193176,8606,7913,5,Invalid,Fermi Paradox,Tub Ring,2002
1193178,8606,7977,1,Speed Of Sound,Speed Of Sound,Coldplay,2005
1193181,8606,8034,1,Paper Planes,Decent Work For Decent Pay,M.I.A.,0
1193184,8606,8224,2,Your Star,The All American Rejects,The All-American Rejects,2003
1193185,8606,8256,1,I'm Done,Doll Domination,The Pussycat Dolls,2008
1193190,8606,8483,1,Video Killed The Radio Star,Friends Reunited: Music Of The Year 1979,The Buggles,1979
1193193,8606,8818,1,Dream On,Aerosmith,Aerosmith,1973
1193198,8606,9095,2,Joe's Head,Youth And Young Manhood,Kings Of Leon,2003
1193202,8606,9184,1,The Fear,The Fear,Lily Allen,2008
1193208,8606,9676,1,Ragoo,Because Of The Times,Kings Of Leon,2007
1193209,8606,9678,1,Cheryl Tweedy,Alright_ Still (Deluxe),Lily Allen,2006
1193211,8606,9771,1,Swing_ Swing,The All-American Rejects,The All-American Rejects,2003
1193213,8606,9913,2,Romeo And Juliet,Sawdust,The Killers,2007
1193215,8606,9931,1,When You Were Young,When You  Were Young,The Killers,2006
1195395,34613,122,2,Phantom Part 1.5 (Album Version),A Cross The Universe,Justice,0
1195396,34613,318,1,Hilarious Movie Of The 90s,Pause,Four Tet,2001
1195399,34613,765,1,Love,Attack Decay Sustain Release,Simian Mobile Disco,2007
1195401,34613,786,1,TTHHEE PPAARRTTYY,Justice,Justice,0
1195403,34613,926,3,One Minute To Midnight,Justice,Justice,0
1195411,34613,1406,1,Hustler,Hustler,Simian Mobile Disco,2006
1195413,34613,1472,1,Neon Knights,The Looks,MSTRKRFT,2006
1195415,34613,1682,1,Tuxedo Hat,One Ten Hundred Thousand Million,Octopus Project,2005
1195416,34613,1696,1,Tribulations,LCD Soundsystem,LCD Soundsystem,2005
1195417,34613,1811,1,Ghosts 'n' Stuff (Original Instrumental Mix),Ghosts 'n' Stuff,Deadmau5,2009
1195429,34613,2615,1,She's Good For Business,The Looks,MSTRKRFT,2006
1195431,34613,2747,2,Kut-Off,Skream!,Skream,2006
1195434,34613,3168,2,Waters Of Nazareth (album version),Justice,Justice,0
1195439,34613,3518,1,Daft Punk Is Playing At My House,Daft Punk Is Playing At My House,LCD Soundsystem,2005
1195446,34613,4232,1,Superfresh,Oi Oi oi,Boys Noize,2007
1195447,34613,4262,1,Oh!,Oi Oi oi REMIXED,Boys Noize,2007
1195450,34613,4371,1,Simple,Clock EP,Simian Mobile Disco,2007
1195452,34613,4510,1,Let´s Buy Happiness,Oi Oi oi REMIXED,Boys Noize,2008
1195456,34613,4724,1,Tortured Soul,Skream!,Skream,2006
1195462,34613,5287,1,Frenchys,LP,Holy Fuck,2007
1195463,34613,5417,1,Thrills,LCD Soundsystem,LCD Soundsystem,2005
1195464,34613,5457,2,Clock,Clock EP,Simian Mobile Disco,2007
1195469,34613,5826,1,Great Release,LCD Soundsystem,LCD Soundsystem,2005
1195474,34613,6232,1,& Down,Oi Oi oi REMIXED,Boys Noize,2007
1195477,34613,6482,1,Porno Disaster,Identification Parade,Octopus Project,2002
1195479,34613,6500,1,Losing My Edge,LCD Soundsystem,LCD Soundsystem,2000
1195481,34613,6572,1,Something About Us,Discovery,Daft Punk,2001
1195483,34613,6709,1,Movement,LCD Soundsystem,LCD Soundsystem,2005
1195485,34613,6721,1,Songs Of The Season,Hell Train,Soltero,0
1195486,34613,6825,1,Stagger,Skream!,Skream,2006
1195488,34613,7210,1,Fancy Footwork,Fancy Footwork,Chromeo,2007
1195490,34613,7402,1,Moar Ghosts 'n' Stuff,Ghosts 'n' Stuff,Deadmau5,0
1195492,34613,7496,1,The Gift,We Don't Need To Whisper,Angels and Airwaves,2006
1195494,34613,7562,1,Coda,A Cork Tale Wake,Chris Bathgate,2006
1195495,34613,7688,1,What They Found,Identification Parade,Octopus Project,2002
1195501,34613,8086,2,North American Scum,North American Scum,LCD Soundsystem,2007
1195502,34613,8265,1,Malaria Codes,One Ten Hundred Thousand Million,Octopus Project,2005
1195504,34613,8304,5,The Way Things Go,Identification Parade,Octopus Project,2002
1195515,34613,8624,2,Hearts On Fire,Hearts On Fire,Cut Copy,2007
1195516,34613,8702,2,Street Justice,The Looks,MSTRKRFT,2006
1195519,34613,8973,2,Safari,LP,Holy Fuck,2007
1195520,34613,8982,1,Nightly Journey,Nightly Journey,Dim Pees,0
1195524,34613,9099,1,We Are Your Friends (Reprise) (Album Version),A Cross The Universe,Justice,0
1195528,34613,9436,1,It's Christmas So We'll Stop (Choir Version),It's Christmas So We'll Stop,The Pretend It's December Choir,2007
1195529,34613,9447,1,Bonafied Lovin (Radio Edit),Bonafied Lovin,Chromeo,0
1195530,34613,9476,1,Don´t Believe The Hype,Oi Oi oi,Boys Noize,2007
1195534,34613,9960,1,Disco Infiltrator (FK's Infiltrated Vocal),Introns,LCD Soundsystem,2005
1195536,34613,9989,1,Watch The Tapes,Sound Of Silver,LCD Soundsystem,2007
1195717,32867,154,2,Such Great Heights,Grey's Anatomy Original Soundtrack,The Postal Service,2003
1195742,32867,1536,1,Paper Gangsta,The Fame Monster,Lady GaGa,2008
1195750,32867,1674,4,I Need A Dollar,I Need A Dollar,Aloe Blacc,2010
1195771,32867,2615,1,She's Good For Business,The Looks,MSTRKRFT,2006
1195787,32867,3699,1,Hypnopaedia,Identification Parade,Octopus Project,2002
1195790,32867,3770,1,Me & Mr Jones,Me & Mr Jones,Amy Winehouse,2006
1195798,32867,4178,2,Natural Anthem (Album),Give Up,Postal Service,2003
1195814,32867,4831,3,Heaven Must Be Missing An Angel,Capitol Gold: The Best Of Tavares,Tavares,1979
1195835,32867,5901,4,I Will Follow You into the Dark (Album Version),Plans,Death Cab for Cutie,2005
1195838,32867,6191,1,Recycled Air (Album),Give Up,Postal Service,2003
1195842,32867,6448,1,Wild World,Tea For The Tillerman,Cat Stevens,1970
1195859,32867,7057,1,Lump Sum,For Emma_ Forever Ago,Bon Iver,2007
1196337,37727,154,1,Such Great Heights,Grey's Anatomy Original Soundtrack,The Postal Service,2003
1196338,37727,198,1,Rorol,Identification Parade,Octopus Project,2002
1196339,37727,211,3,Step Through The Door,Hell Train,Soltero,0
1196340,37727,314,1,The Prize,Hell Train,Soltero,0
1196341,37727,334,1,Losing Touch,Day & Age,The Killers,2008
1196345,37727,512,1,The Ballad of Michael Valentine,Sawdust,The Killers,2004
1196353,37727,757,2,Heavy Water,Antidotes,Foals,2008
1196355,37727,918,1,My Night With the Prostitute From Marseille,March of the Zapotec and Realpeople Holland,Beirut,2007
1196358,37727,961,1,Love In 2 Parts,Distillation,Erin McKeown,2000
1196362,37727,1180,2,Monday Morning Cold (band),Monday Morning Cold,Erin McKeown,0
1196364,37727,1348,5,Mia,First Love,Emmy The Great,2007
1196367,37727,1480,2,Fast As I Can,Monday Morning Cold,Erin McKeown,2000
1196370,37727,1634,1,Cassius (album version),Cassius,Foals,2008
1196371,37727,1671,2,Sleeping In (Album),Give Up,Postal Service,2003
1196372,37727,1696,1,Tribulations,LCD Soundsystem,LCD Soundsystem,2005
1196373,37727,1756,2,You Mustn't Kick It Around,Distillation,Erin McKeown,2000
1196374,37727,1787,4,Help I'm Alive,Fantasies,Metric,2009
1196380,37727,2304,1,Daddy's Eyes,Sawdust,The Killers,2006
1196382,37727,2428,2,A Sunday Smile,The Flying Club Cup,Beirut,2007
1196383,37727,2514,2,Big Big Love (Fig .2),Antidotes,Foals,2008
1196385,37727,2557,1,Too Much Love,LCD Soundsystem,LCD Soundsystem,2005
1196386,37727,2701,1,Tron,Antidotes,Foals,2008
1196388,37727,2786,1,Tuesday Moon,Everything Is,Neutral Milk Hotel,1993
1196392,37727,2989,1,The District Sleeps Alone Tonight (Album),Give Up,Postal Service,2003
1196393,37727,2994,1,Elephant Gun,The Gulag Orkestar,Beirut,2006
1196396,37727,3101,2,Lifespan Of A Fly,Ray Guns Are Not Just The Future,the bird and the bee,2009
1196400,37727,3291,3,Michael,Hell Train,Soltero,0
1196401,37727,3360,1,Lullaby In Three/Four,Monday Morning Cold,Erin McKeown,0
1196402,37727,3362,2,La Petite Mort,Distillation,Erin McKeown,2000
1196405,37727,3534,1,Who Let You Go?,Sawdust,The Killers,2007
1196406,37727,3551,1,You're A Cad,Ray Guns Are Not Just The Future,the bird and the bee,2009
1196408,37727,3602,3,Superstition,Keep On Your Mean Side,The Kills,2003
1196409,37727,3661,1,Gardenhead / Leave Me Alone,On Avery Island,Neutral Milk Hotel,1992
1196410,37727,3718,1,The Penalty,The Flying Club Cup,Beirut,2007
1196413,37727,3907,1,What's In The Middle,Ray Guns Are Not Just The Future,the bird and the bee,2009
1196418,37727,4273,1,Somebody Told Me,Hot Fuss,The Killers,2004
1196420,37727,4298,1,On Repeat,LCD Soundsystem,LCD Soundsystem,2005
1196422,37727,4327,3,Black Mission Goggles,Six Demon Bag,Man Man,2006
1196427,37727,4873,1,Blackbirds,Distillation,Erin McKeown,2000
1196431,37727,5115,2,Ghost At The Foot Of The Bed,Hell Train,Soltero,0
1196433,37727,5193,1,Goodnight Bad Morning,Midnight Boom,The Kills,2008
1196439,37727,5633,1,Acadian Coast,Hell Train,Soltero,0
1196440,37727,5823,1,We Are The Sleepyheads,The Life Pursuit,Belle & Sebastian,2006
1196441,37727,5886,2,Again & Again,the bird and the bee,the bird and the bee,2006
1196443,37727,6084,1,Red Right Ankle,Her Majesty The Decemberists,The Decemberists,2003
1196446,37727,6500,1,Losing My Edge,LCD Soundsystem,LCD Soundsystem,2000
1196450,37727,6618,1,Meteor,Ray Guns Are Not Just The Future,the bird and the bee,2009
1196451,37727,6721,1,Songs Of The Season,Hell Train,Soltero,0
1196453,37727,6798,1,Cousins,Contra,Vampire Weekend,2009
1196462,37727,7075,2,From The Station,Hell Train,Soltero,0
1196473,37727,7519,1,A Dustland Fairytale,Day & Age,The Killers,2008
1196474,37727,7562,1,Coda,A Cork Tale Wake,Chris Bathgate,2006
1196476,37727,7575,2,Swim Until You Cant See Land,The Winter of Mixed Drinks,Frightened Rabbit,2010
1196480,37727,7737,2,Birds and the Bees,the bird and the bee,the bird and the bee,2007
1196482,37727,7900,1,Van Helsing Boombox,Six Demon Bag,Man Man,2006
1196483,37727,7917,1,If Looks Could Kill,Let's Get Out Of This Country,Camera Obscura,0
1196487,37727,8178,1,Polite Dance Song,Ray Guns Are Not Just The Future,the bird and the bee,2007
1196488,37727,8190,1,Phantom Limb (Album),Wincing The Night Away,The Shins,2007
1196492,37727,8387,1,Ray Gun,Ray Guns Are Not Just The Future,the bird and the bee,2009
1196493,37727,8425,2,Love Letter To Japan,Ray Guns Are Not Just The Future,the bird and the bee,2009
1196497,37727,8704,1,Last Day Of Magic,Midnight Boom,The Kills,2008
1196498,37727,8839,1,Moon And Moon,Sleep Alone/Moon and Moon,Bat For Lashes,2009
1196501,37727,9026,1,The Kids Dont Stand A Chance (Album),Vampire Weekend,Vampire Weekend,2007
1196502,37727,9055,1,All My Friends,All My Friends,LCD Soundsystem,2007
1196504,37727,9065,1,Balloons (Single version),Balloons,Foals,2007
1196506,37727,9127,1,Evil,Antics,Interpol,0
1196514,37727,9712,1,Hands Up,Hell Train,Soltero,0
1196521,37727,9960,1,Disco Infiltrator (FK's Infiltrated Vocal),Introns,LCD Soundsystem,2005
1197238,64719,145,4,Fader,Fader,The Temper Trap,2009
1197240,64719,208,4,Uprising,Uprising,Muse,0
1197246,64719,674,1,Island In The Sun,Maladroit,Weezer,2001
1197270,64719,2859,5,Kiss With A Fist,Wild Child OST,Florence + The Machine,2009
1197286,64719,3770,4,Me & Mr Jones,Me & Mr Jones,Amy Winehouse,2006
1197295,64719,4231,5,Baker's Blue Jay Yarn,Am Deister,Dakota Oak,0
1197302,64719,4588,2,Heart Shaped Box,In Utero,Nirvana,0
1197310,64719,5363,3,Lithium,Nevermind,Nirvana,1996
1197318,64719,5728,2,My Name Is,The Slim Shady LP,Eminem,1999
1197322,64719,5843,2,You Give Love A Bad Name,Slippery When Wet: Special Edition,Bon Jovi,1986
1197327,64719,6001,4,Human,Just Dance,The Killers,2008
1197329,64719,6201,3,I'm On A Boat,Incredibad,The Lonely Island / T-Pain,2009
1197331,64719,6451,2,Paradise City,Greatest Hits,Guns N' Roses,1987
1197332,64719,6525,2,The Pretender,Echoes_ Silence_ Patience & Grace,Foo Fighters,2007
1197334,64719,6630,3,All These Things That I've Done,Hot Fuss,The Killers,2004
1197335,64719,6684,4,Spaceman,Spaceman,The Killers,2008
1197350,64719,7628,4,LDN,LDN,Lily Allen,2006
1197354,64719,7796,1,Love Story,Het Beste Uit De Top 40 - 2009,Taylor Swift,2008
1197367,64719,8481,1,Party In The U.S.A.,Party In The U.S.A.,Miley Cyrus,2009
1197368,64719,8582,4,Use Somebody,Use Somebody,Kings Of Leon,2008
1197371,64719,9048,3,Who's Real,The Last Kiss,Jadakiss / Swizz Beatz / OJ Da Juiceman,2009
1197383,64719,9724,2,One,...And Justice For All,Metallica,1988
1197427,73583,276,1,Up Up & Away,Man On The Moon: The End Of Day,Kid Cudi,2009
1197429,73583,512,1,The Ballad of Michael Valentine,Sawdust,The Killers,2004
1197430,73583,605,3,Lucky (Album Version),We Sing.  We Dance.  We Steal Things.,Jason Mraz & Colbie Caillat,0
1197433,73583,750,1,Constellations,In Between Dreams,Jack Johnson,2005
1197443,73583,1286,1,Somebody To Love,My Worlds,Justin Bieber,2010
1197445,73583,1354,1,Breakeven,Now That's What I Call Music! 72,The Script,2008
1197454,73583,2019,1,Oxford Comma (Album),Vampire Weekend,Vampire Weekend,2007
1197470,73583,2852,1,West One (Shine On Me),The Crack/Grin And Bear It,The Ruts,1980
1197471,73583,2869,1,Taylor,On And On,Jack Johnson,2003
1197494,73583,4639,1,Bulletproof,Bulletproof,La Roux,2009
1197495,73583,4725,1,Fortunate Son,More Creedence Gold,Creedence Clearwater Revival,1969
1197496,73583,4831,1,Heaven Must Be Missing An Angel,Capitol Gold: The Best Of Tavares,Tavares,1979
1197517,73583,6448,1,Wild World,Tea For The Tillerman,Cat Stevens,1970
1197532,73583,7259,1,Matricide,In Memory (re-issue),Nevermore,1992
1197534,73583,7321,1,Bubble Toes,Brushfire Fairytales,Jack Johnson,2000
1197540,73583,7628,1,LDN,LDN,Lily Allen,2006
1197543,73583,7780,4,Home,Up From Below,Edward Sharpe & The Magnetic Zeros,2009
1197547,73583,7917,1,If Looks Could Kill,Let's Get Out Of This Country,Camera Obscura,0
1197548,73583,7921,1,Never Let You Go,My Worlds,Justin Bieber,2010
1197554,73583,8483,1,Video Killed The Radio Star,Friends Reunited: Music Of The Year 1979,The Buggles,1979
1197557,73583,8610,2,16 Candles,16 Candles,The Crests,1988
1197565,73583,9019,2,I Gotta Feeling,Todo Éxitos 2009,Black Eyed Peas,2009
1198005,56219,52,1,Halo,Halo,Beyoncé,2008
1198006,56219,62,1,You And Me Jesus,Tribute To Jake Hess,Jake Hess,2004
1198007,56219,97,1,Harder Better Faster Stronger,Discovery,Daft Punk,2007
1198010,56219,208,2,Uprising,Uprising,Muse,0
1198015,56219,352,5,Dog Days Are Over (Radio Edit),Now That's What I Call Music! 75,Florence + The Machine,0
1198017,56219,396,1,Imma Be,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,2009
1198020,56219,605,2,Lucky (Album Version),We Sing.  We Dance.  We Steal Things.,Jason Mraz & Colbie Caillat,0
1198021,56219,614,2,You're The One,If There Was A Way,Dwight Yoakam,1990
1198022,56219,617,1,Sincerité Et Jalousie,Simple Et Funky,Alliance Ethnik,0
1198023,56219,630,5,'Till I Collapse,The Eminem Show,Eminem / Nate Dogg,2002
1198025,56219,788,1,S.O.S.,SOS,Jonas Brothers,2007
1198031,56219,1118,4,Clocks,A Rush Of Blood To The Head,Coldplay,2002
1198032,56219,1281,4,Day 'N' Nite,R&B Yearbook,Kid Cudi Vs Crookers,2008
1198033,56219,1286,2,Somebody To Love,My Worlds,Justin Bieber,2010
1198034,56219,1334,2,Hey_ Soul Sister,Save Me_ San Francisco,Train,0
1198035,56219,1354,1,Breakeven,Now That's What I Call Music! 72,The Script,2008
1198039,56219,1536,1,Paper Gangsta,The Fame Monster,Lady GaGa,2008
1198042,56219,1664,2,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,0
1198045,56219,1816,1,The Funeral (Album Version),The Road Mix: Music From The Television Series One Tree Hill Vol. 3,Band Of Horses,0
1198046,56219,2048,1,Already Gone,All I Ever Wanted,Kelly Clarkson,2009
1198047,56219,2091,2,Just Dance,Just Dance,Lady GaGa / Colby O'Donis,2008
